time, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z
[0:04:35.400000], -58, 154, 93, -3259, 2122, 16357
[0:04:35.500000], -58, 148, 77, -2914, 2227, 16349
[0:04:35.600000], -56, 142, 96, -3157, 2146, 16531
[0:04:35.700000], -64, 152, 97, -2755, 2525, 16368
[0:04:35.800000], -47, 127, 94, -3153, 2222, 16339
[0:04:35.900000], -46, 150, 81, -3021, 2295, 16328
[0:04:36], -64, 144, 80, -2806, 2567, 16437
[0:04:36.100000], -65, 132, 82, -2593, 2392, 16372
[0:04:36.200000], -40, 140, 92, -2756, 2375, 16481
[0:04:36.300000], -59, 140, 82, -2597, 2662, 16354
[0:04:36.400000], -58, 134, 92, -2350, 2786, 16246
[0:04:36.500000], -46, 146, 71, -2484, 2484, 16269
[0:04:36.600000], -34, 138, 81, -2392, 2542, 16442
[0:04:36.700000], -49, 141, 76, -2420, 2536, 16428
[0:04:36.800000], -45, 141, 67, -1982, 2865, 16465
[0:04:36.900000], -32, 133, 76, -2157, 2813, 16393
[0:04:37], -27, 143, 70, -1826, 2617, 16355
[0:04:37.100000], -50, 153, 68, -1791, 2893, 16253
[0:04:37.200000], -24, 137, 68, -1760, 2639, 16417
[0:04:37.300000], -21, 154, 65, -1578, 2966, 16372
[0:04:37.400000], -31, 141, 65, -1687, 2698, 16319
[0:04:37.500000], -24, 156, 74, -1771, 2666, 16325
[0:04:37.600000], -28, 136, 82, -1387, 3063, 16441
[0:04:37.700000], -24, 135, 65, -1599, 3086, 16423
[0:04:37.800000], -18, 162, 64, -1175, 2922, 16401
[0:04:37.900000], -25, 144, 75, -1181, 2774, 16300
[0:04:38], -9, 151, 79, -1292, 2759, 16365
[0:04:38.100000], -9, 158, 78, -984, 2984, 16463
[0:04:38.200000], -10, 151, 87, -1187, 2887, 16384
[0:04:38.300000], -6, 160, 81, -847, 3038, 16525
[0:04:38.400000], -10, 160, 63, -778, 2923, 16393
[0:04:38.500000], -23, 156, 78, -827, 3204, 16322
[0:04:38.600000], 1, 155, 88, -602, 3076, 16382
[0:04:38.700000], 1, 159, 66, -669, 2936, 16313
[0:04:38.800000], -13, 158, 81, -616, 3236, 16254
[0:04:38.900000], -2, 163, 84, -520, 2766, 16470
[0:04:39], 10, 147, 68, -208, 3109, 16277
[0:04:39.100000], -7, 143, 80, 0, 2911, 16467
[0:04:39.200000], 0, 150, 75, 55, 3199, 16263
[0:04:39.300000], 0, 153, 59, 60, 2953, 16403
[0:04:39.400000], 9, 151, 76, 7, 3078, 16237
[0:04:39.500000], 3, 151, 75, 120, 3188, 16306
[0:04:39.600000], 11, 147, 82, 559, 3100, 16265
[0:04:39.700000], 5, 144, 63, 164, 2946, 16462
[0:04:39.800000], 11, 143, 62, 276, 2855, 16410
[0:04:39.900000], 17, 138, 82, 480, 2762, 16235
[0:04:40], 16, 136, 70, 572, 2794, 16263
[0:04:40.100000], 19, 154, 72, 720, 2997, 16392
[0:04:40.200000], 23, 137, 65, 951, 3060, 16275
[0:04:40.300000], 23, 157, 78, 1124, 2812, 16332
[0:04:40.400000], 28, 140, 55, 1016, 3114, 16364
[0:04:40.500000], 22, 155, 76, 1303, 2739, 16426
[0:04:40.600000], 18, 133, 76, 955, 3148, 16364
[0:04:40.700000], 32, 160, 69, 1265, 2887, 16421
[0:04:40.800000], 37, 159, 49, 1571, 2944, 16345
[0:04:40.900000], 22, 141, 74, 1454, 3073, 16367
[0:04:41], 25, 133, 73, 1388, 2944, 16420
[0:04:41.100000], 19, 145, 72, 1591, 2964, 16436
[0:04:41.200000], 48, 132, 70, 1810, 2605, 16394
[0:04:41.300000], 40, 135, 49, 2003, 3016, 16246
[0:04:41.400000], 26, 156, 66, 1928, 2871, 16472
[0:04:41.500000], 50, 158, 48, 1819, 2791, 16237
[0:04:41.600000], 26, 134, 50, 2108, 2761, 16448
[0:04:41.700000], 41, 143, 49, 2268, 2609, 16511
[0:04:41.800000], 40, 134, 53, 2375, 2863, 16279
[0:04:41.900000], 60, 147, 59, 2171, 2915, 16405
[0:04:42], 38, 143, 65, 2157, 2467, 16317
[0:04:42.100000], 52, 138, 59, 2500, 2790, 16239
[0:04:42.200000], 48, 131, 61, 2691, 2404, 16414
[0:04:42.300000], 56, 141, 47, 2857, 2366, 16518
[0:04:42.400000], 51, 159, 64, 2514, 2412, 16319
[0:04:42.500000], 50, 146, 53, 2633, 2330, 16274
[0:04:42.600000], 70, 140, 66, 3048, 2452, 16527
[0:04:42.700000], 47, 142, 48, 2677, 2427, 16441
[0:04:42.800000], 55, 157, 65, 2849, 2582, 16302
[0:04:42.900000], 61, 149, 42, 2934, 2419, 16295
[0:04:43], 62, 145, 43, 2940, 2172, 16255
[0:04:43.100000], 56, 136, 57, 3134, 2518, 16325
[0:04:43.200000], 56, 152, 35, 3306, 2421, 16382
[0:04:43.300000], 75, 152, 44, 3334, 2297, 16346
[0:04:43.400000], 86, 126, 44, 3371, 2233, 16323
[0:04:43.500000], 68, 138, 45, 3423, 2256, 16533
[0:04:43.600000], 61, 145, 59, 3327, 2271, 16251
[0:04:43.700000], 67, 129, 49, 3519, 2012, 16309
[0:04:43.800000], 93, 127, 44, 3591, 2194, 16345
[0:04:43.900000], 91, 151, 55, 3642, 1856, 16451
[0:04:44], 93, 146, 44, 3796, 1952, 16478
[0:04:44.100000], 81, 138, 28, 3893, 2051, 16376
[0:04:44.200000], 101, 132, 50, 3761, 1659, 16408
[0:04:44.300000], 90, 121, 56, 3734, 2021, 16508
[0:04:44.400000], 81, 148, 37, 3864, 1756, 16377
[0:04:44.500000], 95, 142, 41, 4192, 1547, 16387
[0:04:44.600000], 91, 142, 24, 4111, 1505, 16308
[0:04:44.700000], 107, 125, 45, 4172, 1527, 16395
[0:04:44.800000], 102, 120, 29, 4042, 1522, 16372
[0:04:44.900000], 108, 133, 44, 4264, 1747, 16451
[0:04:45], 97, 133, 48, 4447, 1312, 16320
[0:04:45.100000], 86, 132, 35, 4543, 1583, 16395
[0:04:45.200000], 98, 144, 42, 4255, 1669, 16505
[0:04:45.300000], 93, 135, 37, 4386, 1313, 16243
[0:04:45.400000], 91, 133, 27, 4466, 1417, 16524
[0:04:45.500000], 119, 139, 30, 4301, 1113, 16532
[0:04:45.600000], 102, 114, 21, 4689, 1163, 16291
[0:04:45.700000], 96, 114, 23, 4602, 1185, 16417
[0:04:45.800000], 125, 116, 39, 4573, 1151, 16308
[0:04:45.900000], 112, 111, 43, 4612, 878, 16442
[0:04:46], 120, 128, 38, 4554, 1078, 16472
[0:04:46.100000], 123, 131, 41, 4657, 930, 16484
[0:04:46.200000], 120, 134, 37, 4904, 1192, 16477
[0:04:46.300000], 123, 114, 25, 4717, 810, 16239
[0:04:46.400000], 125, 112, 27, 4842, 830, 16285
[0:04:46.500000], 125, 120, 19, 4756, 685, 16364
[0:04:46.600000], 132, 132, 33, 5028, 487, 16381
[0:04:46.700000], 126, 132, 21, 4995, 707, 16514
[0:04:46.800000], 132, 118, 14, 4657, 545, 16460
[0:04:46.900000], 113, 112, 36, 4792, 390, 16239
[0:04:47], 119, 113, 22, 5101, 411, 16368
[0:04:47.100000], 118, 101, 16, 4970, 521, 16245
[0:04:47.200000], 119, 115, 26, 4901, 656, 16337
[0:04:47.300000], 121, 124, 35, 5171, 398, 16390
[0:04:47.400000], 148, 126, 25, 5079, 532, 16431
[0:04:47.500000], 121, 102, 31, 4823, 202, 16439
[0:04:47.600000], 127, 115, 7, 4881, 89, 16270
[0:04:47.700000], 138, 95, 5, 5199, 26, 16336
[0:04:47.800000], 149, 100, 14, 4851, 100, 16327
[0:04:47.900000], 152, 102, 34, 4920, 198, 16384
[0:04:48], 132, 108, 16, 4905, 126, 16252
[0:04:48.100000], 133, 108, 21, 4822, 177, 16410
[0:04:48.200000], 143, 97, 9, 5184, 47, 16446
[0:04:48.300000], 144, 108, 30, 4939, -222, 16293
[0:04:48.400000], 137, 88, 4, 5136, -424, 16479
[0:04:48.500000], 150, 85, 17, 4945, -260, 16454
[0:04:48.600000], 136, 86, 29, 4992, -166, 16367
[0:04:48.700000], 136, 107, 28, 5204, -582, 16285
[0:04:48.800000], 155, 101, 4, 4756, -375, 16496
[0:04:48.900000], 154, 83, 16, 5160, -576, 16318
[0:04:49], 166, 108, 21, 4853, -358, 16432
[0:04:49.100000], 151, 93, 15, 4854, -561, 16326
[0:04:49.200000], 145, 88, 0, 4818, -669, 16491
[0:04:49.300000], 151, 86, 20, 4946, -569, 16498
[0:04:49.400000], 145, 80, 0, 5066, -743, 16438
[0:04:49.500000], 169, 96, 5, 4657, -883, 16303
[0:04:49.600000], 160, 88, 9, 4790, -920, 16516
[0:04:49.700000], 148, 100, 17, 4869, -1128, 16261
[0:04:49.800000], 152, 89, 22, 4907, -851, 16444
[0:04:49.900000], 168, 86, 11, 4842, -999, 16519
[0:04:50], 150, 97, -2, 4667, -1033, 16304
[0:04:50.100000], 151, 86, 13, 4763, -931, 16490
[0:04:50.200000], 163, 86, 16, 4534, -1089, 16464
[0:04:50.300000], 173, 73, 9, 4752, -1091, 16511
[0:04:50.400000], 169, 85, -1, 4364, -1479, 16510
[0:04:50.500000], 163, 86, 12, 4278, -1217, 16362
[0:04:50.600000], 173, 72, 15, 4684, -1597, 16372
[0:04:50.700000], 158, 64, 8, 4244, -1186, 16345
[0:04:50.800000], 181, 68, -10, 4409, -1279, 16238
[0:04:50.900000], 188, 61, 7, 4402, -1493, 16279
[0:04:51], 169, 87, -14, 4479, -1793, 16282
[0:04:51.100000], 186, 73, 4, 4321, -1538, 16508
[0:04:51.200000], 170, 61, -8, 4394, -1733, 16258
[0:04:51.300000], 181, 56, -11, 3923, -1843, 16337
[0:04:51.400000], 180, 58, -6, 3901, -1665, 16485
[0:04:51.500000], 183, 75, 1, 3982, -1695, 16483
[0:04:51.600000], 178, 71, 0, 4191, -1634, 16384
[0:04:51.700000], 169, 50, -15, 4162, -2096, 16295
[0:04:51.800000], 194, 74, -2, 3836, -1706, 16519
[0:04:51.900000], 173, 71, -9, 3715, -2062, 16450
[0:04:52], 175, 63, -22, 3521, -2020, 16491
[0:04:52.100000], 198, 58, 1, 3442, -1829, 16371
[0:04:52.200000], 191, 69, -10, 3497, -2051, 16448
[0:04:52.300000], 169, 68, 5, 3765, -2178, 16251
[0:04:52.400000], 171, 60, -10, 3664, -2241, 16279
[0:04:52.500000], 183, 52, -9, 3506, -2272, 16287
[0:04:52.600000], 191, 67, -12, 3587, -2113, 16304
[0:04:52.700000], 179, 58, 0, 3527, -2392, 16485
[0:04:52.800000], 201, 66, -27, 3258, -2365, 16401
[0:04:52.900000], 175, 35, -25, 3182, -2467, 16315
[0:04:53], 175, 62, -14, 3105, -2399, 16451
[0:04:53.100000], 197, 59, -17, 2903, -2626, 16386
[0:04:53.200000], 175, 33, -18, 2705, -2270, 16418
[0:04:53.300000], 175, 40, -27, 2823, -2547, 16496
[0:04:53.400000], 179, 50, -27, 3035, -2629, 16498
[0:04:53.500000], 200, 35, -21, 2654, -2512, 16471
[0:04:53.600000], 193, 37, -9, 2646, -2685, 16378
[0:04:53.700000], 194, 31, -10, 2595, -2574, 16450
[0:04:53.800000], 196, 32, -28, 2375, -2523, 16498
[0:04:53.900000], 191, 38, -22, 2463, -2857, 16239
[0:04:54], 209, 44, -20, 2581, -2590, 16490
[0:04:54.100000], 209, 37, -13, 2434, -2604, 16287
[0:04:54.200000], 195, 28, -15, 2066, -2823, 16245
[0:04:54.300000], 180, 22, -13, 2045, -2880, 16241
[0:04:54.400000], 183, 44, -14, 2090, -2738, 16340
[0:04:54.500000], 197, 24, -31, 2131, -2911, 16378
[0:04:54.600000], 199, 32, -28, 2029, -2880, 16529
[0:04:54.700000], 183, 30, -27, 1882, -2664, 16349
[0:04:54.800000], 206, 27, -33, 1776, -2893, 16335
[0:04:54.900000], 183, 23, -20, 1525, -2683, 16458
[0:04:55], 207, 23, -21, 1431, -2871, 16318
[0:04:55.100000], 187, 30, -35, 1617, -2877, 16321
[0:04:55.200000], 183, 18, -29, 1291, -2715, 16315
[0:04:55.300000], 212, 3, -32, 1172, -2718, 16313
[0:04:55.400000], 187, 5, -20, 1413, -2978, 16398
[0:04:55.500000], 185, 15, -33, 1241, -3086, 16470
[0:04:55.600000], 210, 21, -23, 1011, -2925, 16386
[0:04:55.700000], 209, 0, -34, 798, -2875, 16316
[0:04:55.800000], 195, 17, -45, 812, -3140, 16496
[0:04:55.900000], 184, 1, -32, 731, -3065, 16390
[0:04:56], 214, 16, -24, 442, -2902, 16401
[0:04:56.100000], 201, 14, -39, 509, -2775, 16415
[0:04:56.200000], 197, 15, -43, 503, -2997, 16301
[0:04:56.300000], 187, 12, -25, 432, -3098, 16429
[0:04:56.400000], 188, 0, -44, 182, -3184, 16269
[0:04:56.500000], 203, -1, -22, 168, -3112, 16468
[0:04:56.600000], 198, 5, -36, -19, -2812, 16414
[0:04:56.700000], 208, 14, -33, 200, -3201, 16290
[0:04:56.800000], 210, 0, -28, -139, -2995, 16287
[0:04:56.900000], 188, -9, -32, -36, -3066, 16375
[0:04:57], 185, 8, -24, -75, -2997, 16298
[0:04:57.100000], 203, -16, -49, -121, -3122, 16256
[0:04:57.200000], 211, -17, -41, -490, -2908, 16247
[0:04:57.300000], 186, -10, -55, -319, -3135, 16290
[0:04:57.400000], 186, -1, -28, -481, -2957, 16457
[0:04:57.500000], 213, -19, -39, -729, -2981, 16533
[0:04:57.600000], 203, -5, -31, -724, -2858, 16424
[0:04:57.700000], 196, -7, -37, -646, -2991, 16296
[0:04:57.800000], 201, 0, -46, -795, -3027, 16442
[0:04:57.900000], 195, -31, -42, -1052, -2731, 16479
[0:04:58], 205, -25, -31, -952, -2934, 16312
[0:04:58.100000], 209, -16, -36, -1431, -3060, 16399
[0:04:58.200000], 199, -17, -45, -1181, -2903, 16344
[0:04:58.300000], 189, -19, -33, -1193, -3074, 16526
[0:04:58.400000], 200, -9, -58, -1590, -3008, 16514
[0:04:58.500000], 202, -35, -35, -1453, -2961, 16334
[0:04:58.600000], 193, -31, -34, -1630, -2717, 16304
[0:04:58.700000], 191, -11, -50, -1993, -2966, 16345
[0:04:58.800000], 205, -16, -54, -1742, -2720, 16237
[0:04:58.900000], 202, -15, -55, -1690, -2742, 16512
[0:04:59], 188, -37, -42, -2036, -2569, 16350
[0:04:59.100000], 206, -33, -64, -1993, -2702, 16312
[0:04:59.200000], 185, -45, -60, -2302, -2519, 16357
[0:04:59.300000], 192, -43, -63, -2476, -2626, 16397
[0:04:59.400000], 194, -37, -42, -2407, -2713, 16522
[0:04:59.500000], 207, -27, -58, -2535, -2869, 16302
[0:04:59.600000], 185, -28, -62, -2693, -2830, 16333
[0:04:59.700000], 195, -52, -53, -2757, -2544, 16481
[0:04:59.800000], 186, -43, -68, -2585, -2740, 16422
[0:04:59.900000], 182, -46, -58, -2493, -2486, 16268
